eta,f,f_linha,f_duas_linhas
4.6390000000e+00,2.9265946600e+00,9.8380145132e-01,2.7858701577e-02
4.6400000000e+00,2.9275784753e+00,9.8382928965e-01,2.7817958983e-02
4.6410000000e+00,2.9285623185e+00,9.8385708725e-01,2.7777262310e-02
4.6420000000e+00,2.9295461895e+00,9.8388484419e-01,2.7736611531e-02
4.6430000000e+00,2.9305300882e+00,9.8391256049e-01,2.7696006617e-02
4.6440000000e+00,2.9315140146e+00,9.8394023622e-01,2.7655447541e-02
4.6450000000e+00,2.9324979687e+00,9.8396787140e-01,2.7614934275e-02
4.6460000000e+00,2.9334819503e+00,9.8399546610e-01,2.7574466793e-02
4.6470000000e+00,2.9344659596e+00,9.8402302035e-01,2.7534045065e-02
4.6480000000e+00,2.9354499964e+00,9.8405053421e-01,2.7493669066e-02
4.6490000000e+00,2.9364340606e+00,9.8407800771e-01,2.7453338765e-02
4.6500000000e+00,2.9374181524e+00,9.8410544090e-01,2.7413054137e-02
4.6510000000e+00,2.9384022715e+00,9.8413283383e-01,2.7372815153e-02
4.6520000000e+00,2.9393864180e+00,9.8416018654e-01,2.7332621786e-02
4.6530000000e+00,2.9403705919e+00,9.8418749909e-01,2.7292474007e-02
4.6540000000e+00,2.9413547930e+00,9.8421477151e-01,2.7252371789e-02
4.6550000000e+00,2.9423390214e+00,9.8424200385e-01,2.7212315103e-02
4.6560000000e+00,2.9433232770e+00,9.8426919615e-01,2.7172303923e-02
4.6570000000e+00,2.9443075598e+00,9.8429634847e-01,2.7132338219e-02
4.6580000000e+00,2.9452918697e+00,9.8432346084e-01,2.7092417965e-02
4.6590000000e+00,2.9462762067e+00,9.8435053332e-01,2.7052543131e-02
4.6600000000e+00,2.9472605707e+00,9.8437756595e-01,2.7012713691e-02
4.6610000000e+00,2.9482449618e+00,9.8440455876e-01,2.6972929616e-02
4.6620000000e+00,2.9492293798e+00,9.8443151182e-01,2.6933190878e-02
4.6630000000e+00,2.9502138248e+00,9.8445842516e-01,2.6893497449e-02
4.6640000000e+00,2.9511982967e+00,9.8448529883e-01,2.6853849301e-02
4.6650000000e+00,2.9521827954e+00,9.8451213287e-01,2.6814246405e-02
4.6660000000e+00,2.9531673209e+00,9.8453892734e-01,2.6774688734e-02
4.6670000000e+00,2.9541518732e+00,9.8456568227e-01,2.6735176260e-02
4.6680000000e+00,2.9551364523e+00,9.8459239770e-01,2.6695708954e-02
4.6690000000e+00,2.9561210580e+00,9.8461907370e-01,2.6656286788e-02
4.6700000000e+00,2.9571056904e+00,9.8464571029e-01,2.6616909734e-02
4.6710000000e+00,2.9580903494e+00,9.8467230753e-01,2.6577577763e-02
4.6720000000e+00,2.9590750350e+00,9.8469886546e-01,2.6538290848e-02
4.6730000000e+00,2.9600597471e+00,9.8472538413e-01,2.6499048960e-02
4.6740000000e+00,2.9610444858e+00,9.8475186358e-01,2.6459852071e-02
4.6750000000e+00,2.9620292508e+00,9.8477830385e-01,2.6420700152e-02
4.6760000000e+00,2.9630140424e+00,9.8480470499e-01,2.6381593174e-02
4.6770000000e+00,2.9639988602e+00,9.8483106705e-01,2.6342531111e-02
4.6780000000e+00,2.9649837045e+00,9.8485739007e-01,2.6303513933e-02
4.6790000000e+00,2.9659685750e+00,9.8488367409e-01,2.6264541611e-02
4.6800000000e+00,2.9669534718e+00,9.8490991917e-01,2.6225614118e-02
4.6810000000e+00,2.9679383948e+00,9.8493612534e-01,2.6186731425e-02
4.6820000000e+00,2.9689233440e+00,9.8496229265e-01,2.6147893503e-02
4.6830000000e+00,2.9699083194e+00,9.8498842114e-01,2.6109100324e-02
4.6840000000e+00,2.9708933209e+00,9.8501451086e-01,2.6070351859e-02
4.6850000000e+00,2.9718783484e+00,9.8504056186e-01,2.6031648080e-02
4.6860000000e+00,2.9728634020e+00,9.8506657417e-01,2.5992988958e-02
4.6870000000e+00,2.9738484816e+00,9.8509254785e-01,2.5954374465e-02
4.6880000000e+00,2.9748335871e+00,9.8511848294e-01,2.5915804572e-02
4.6890000000e+00,2.9758187185e+00,9.8514437947e-01,2.5877279250e-02
4.6900000000e+00,2.9768038758e+00,9.8517023751e-01,2.5838798470e-02
4.6910000000e+00,2.9777890590e+00,9.8519605709e-01,2.5800362205e-02
4.6920000000e+00,2.9787742679e+00,9.8522183825e-01,2.5761970424e-02
4.6930000000e+00,2.9797595026e+00,9.8524758104e-01,2.5723623101e-02
4.6940000000e+00,2.9807447631e+00,9.8527328551e-01,2.5685320204e-02
4.6950000000e+00,2.9817300492e+00,9.8529895170e-01,2.5647061707e-02
4.6960000000e+00,2.9827153610e+00,9.8532457965e-01,2.5608847580e-02
4.6970000000e+00,2.9837006983e+00,9.8535016941e-01,2.5570677795e-02
4.6980000000e+00,2.9846860613e+00,9.8537572102e-01,2.5532552322e-02
4.6990000000e+00,2.9856714498e+00,9.8540123453e-01,2.5494471132e-02
4.7000000000e+00,2.9866568637e+00,9.8542670997e-01,2.5456434197e-02
4.7010000000e+00,2.9876423032e+00,9.8545214741e-01,2.5418441488e-02
4.7020000000e+00,2.9886277680e+00,9.8547754687e-01,2.5380492977e-02
4.7030000000e+00,2.9896132583e+00,9.8550290841e-01,2.5342588633e-02
4.7040000000e+00,2.9905987738e+00,9.8552823206e-01,2.5304728428e-02
4.7050000000e+00,2.9915843147e+00,9.8555351788e-01,2.5266912333e-02
4.7060000000e+00,2.9925698809e+00,9.8557876590e-01,2.5229140320e-02
4.7070000000e+00,2.9935554722e+00,9.8560397618e-01,2.5191412358e-02
4.7080000000e+00,2.9945410888e+00,9.8562914874e-01,2.5153728420e-02
4.7090000000e+00,2.9955267305e+00,9.8565428365e-01,2.5116088475e-02
4.7100000000e+00,2.9965123973e+00,9.8567938093e-01,2.5078492496e-02
4.7110000000e+00,2.9974980893e+00,9.8570444065e-01,2.5040940452e-02
4.7120000000e+00,2.9984838062e+00,9.8572946283e-01,2.5003432315e-02
4.7130000000e+00,2.9994695482e+00,9.8575444753e-01,2.4965968055e-02
4.7140000000e+00,3.0004553151e+00,9.8577939478e-01,2.4928547644e-02
4.7150000000e+00,3.0014411069e+00,9.8580430464e-01,2.4891171052e-02
4.7160000000e+00,3.0024269237e+00,9.8582917714e-01,2.4853838250e-02
4.7170000000e+00,3.0034127653e+00,9.8585401233e-01,2.4816549209e-02
4.7180000000e+00,3.0043986317e+00,9.8587881025e-01,2.4779303900e-02
4.7190000000e+00,3.0053845229e+00,9.8590357095e-01,2.4742102293e-02
4.7200000000e+00,3.0063704388e+00,9.8592829447e-01,2.4704944359e-02
4.7210000000e+00,3.0073563795e+00,9.8595298085e-01,2.4667830069e-02
4.7220000000e+00,3.0083423448e+00,9.8597763014e-01,2.4630759393e-02
4.7230000000e+00,3.0093283347e+00,9.8600224239e-01,2.4593732302e-02
4.7240000000e+00,3.0103143493e+00,9.8602681762e-01,2.4556748768e-02
4.7250000000e+00,3.0113003883e+00,9.8605135590e-01,2.4519808759e-02
4.7260000000e+00,3.0122864520e+00,9.8607585726e-01,2.4482912248e-02
4.7270000000e+00,3.0132725400e+00,9.8610032174e-01,2.4446059205e-02
4.7280000000e+00,3.0142586526e+00,9.8612474939e-01,2.4409249600e-02
4.7290000000e+00,3.0152447895e+00,9.8614914025e-01,2.4372483403e-02
4.7300000000e+00,3.0162309509e+00,9.8617349437e-01,2.4335760586e-02
4.7310000000e+00,3.0172171365e+00,9.8619781179e-01,2.4299081119e-02
4.7320000000e+00,3.0182033465e+00,9.8622209255e-01,2.4262444972e-02
4.7330000000e+00,3.0191895807e+00,9.8624633669e-01,2.4225852117e-02
4.7340000000e+00,3.0201758391e+00,9.8627054427e-01,2.4189302522e-02
4.7350000000e+00,3.0211621218e+00,9.8629471531e-01,2.4152796160e-02
4.7360000000e+00,3.0221484285e+00,9.8631884987e-01,2.4116332999e-02
4.7370000000e+00,3.0231347594e+00,9.8634294799e-01,2.4079913012e-02
4.7380000000e+00,3.0241211144e+00,9.8636700971e-01,2.4043536168e-02
4.7390000000e+00,3.0251074935e+00,9.8639103508e-01,2.4007202437e-02
4.7400000000e+00,3.0260938965e+00,9.8641502413e-01,2.3970911790e-02
4.7410000000e+00,3.0270803235e+00,9.8643897692e-01,2.3934664197e-02
4.7420000000e+00,3.0280667744e+00,9.8646289347e-01,2.3898459629e-02
4.7430000000e+00,3.0290532493e+00,9.8648677385e-01,2.3862298055e-02
4.7440000000e+00,3.0300397480e+00,9.8651061808e-01,2.3826179447e-02
4.7450000000e+00,3.0310262705e+00,9.8653442622e-01,2.3790103775e-02
4.7460000000e+00,3.0320128168e+00,9.8655819831e-01,2.3754071008e-02
4.7470000000e+00,3.0329993869e+00,9.8658193438e-01,2.3718081117e-02
4.7480000000e+00,3.0339859807e+00,9.8660563448e-01,2.3682134073e-02
4.7490000000e+00,3.0349725981e+00,9.8662929866e-01,2.3646229844e-02
4.7500000000e+00,3.0359592392e+00,9.8665292696e-01,2.3610368403e-02
4.7510000000e+00,3.0369459040e+00,9.8667651941e-01,2.3574549718e-02
4.7520000000e+00,3.0379325923e+00,9.8670007607e-01,2.3538773761e-02
4.7530000000e+00,3.0389193041e+00,9.8672359697e-01,2.3503040500e-02
4.7540000000e+00,3.0399060395e+00,9.8674708217e-01,2.3467349907e-02
4.7550000000e+00,3.0408927983e+00,9.8677053169e-01,2.3431701952e-02
4.7560000000e+00,3.0418795805e+00,9.8679394558e-01,2.3396096604e-02
4.7570000000e+00,3.0428663861e+00,9.8681732390e-01,2.3360533833e-02
4.7580000000e+00,3.0438532151e+00,9.8684066667e-01,2.3325013611e-02
4.7590000000e+00,3.0448400675e+00,9.8686397394e-01,2.3289535906e-02
4.7600000000e+00,3.0458269431e+00,9.8688724575e-01,2.3254100689e-02
4.7610000000e+00,3.0468138419e+00,9.8691048215e-01,2.3218707929e-02
4.7620000000e+00,3.0478007640e+00,9.8693368318e-01,2.3183357598e-02
4.7630000000e+00,3.0487877093e+00,9.8695684888e-01,2.3148049664e-02
4.7640000000e+00,3.0497746777e+00,9.8697997930e-01,2.3112784098e-02
4.7650000000e+00,3.0507616693e+00,9.8700307446e-01,2.3077560871e-02
4.7660000000e+00,3.0517486839e+00,9.8702613443e-01,2.3042379950e-02
4.7670000000e+00,3.0527357215e+00,9.8704915924e-01,2.3007241308e-02
4.7680000000e+00,3.0537227822e+00,9.8707214893e-01,2.2972144913e-02
4.7690000000e+00,3.0547098658e+00,9.8709510354e-01,2.2937090736e-02
4.7700000000e+00,3.0556969724e+00,9.8711802312e-01,2.2902078746e-02
4.7710000000e+00,3.0566841018e+00,9.8714090771e-01,2.2867108913e-02
4.7720000000e+00,3.0576712542e+00,9.8716375736e-01,2.2832181207e-02
4.7730000000e+00,3.0586584293e+00,9.8718657209e-01,2.2797295599e-02
4.7740000000e+00,3.0596456273e+00,9.8720935196e-01,2.2762452057e-02
4.7750000000e+00,3.0606328480e+00,9.8723209701e-01,2.2727650552e-02
4.7760000000e+00,3.0616200915e+00,9.8725480728e-01,2.2692891053e-02
4.7770000000e+00,3.0626073576e+00,9.8727748280e-01,2.2658173530e-02
4.7780000000e+00,3.0635946464e+00,9.8730012364e-01,2.2623497954e-02
4.7790000000e+00,3.0645819579e+00,9.8732272981e-01,2.2588864293e-02
4.7800000000e+00,3.0655692919e+00,9.8734530138e-01,2.2554272518e-02
4.7810000000e+00,3.0665566485e+00,9.8736783837e-01,2.2519722598e-02
4.7820000000e+00,3.0675440275e+00,9.8739034084e-01,2.2485214503e-02
4.7830000000e+00,3.0685314291e+00,9.8741280882e-01,2.2450748202e-02
4.7840000000e+00,3.0695188532e+00,9.8743524235e-01,2.2416323666e-02
4.7850000000e+00,3.0705062996e+00,9.8745764148e-01,2.2381940864e-02
4.7860000000e+00,3.0714937684e+00,9.8748000624e-01,2.2347599766e-02
4.7870000000e+00,3.0724812596e+00,9.8750233669e-01,2.2313300340e-02
4.7880000000e+00,3.0734687731e+00,9.8752463286e-01,2.2279042558e-02
4.7890000000e+00,3.0744563089e+00,9.8754689479e-01,2.2244826389e-02
4.7900000000e+00,3.0754438669e+00,9.8756912253e-01,2.2210651801e-02
4.7910000000e+00,3.0764314471e+00,9.8759131611e-01,2.2176518766e-02
4.7920000000e+00,3.0774190495e+00,9.8761347558e-01,2.2142427251e-02
4.7930000000e+00,3.0784066740e+00,9.8763560098e-01,2.2108377228e-02
4.7940000000e+00,3.0793943207e+00,9.8765769235e-01,2.2074368665e-02
4.7950000000e+00,3.0803819894e+00,9.8767974973e-01,2.2040401532e-02
4.7960000000e+00,3.0813696802e+00,9.8770177316e-01,2.2006475799e-02
4.7970000000e+00,3.0823573929e+00,9.8772376269e-01,2.1972591435e-02
4.7980000000e+00,3.0833451277e+00,9.8774571836e-01,2.1938748409e-02
4.7990000000e+00,3.0843328844e+00,9.8776764020e-01,2.1904946692e-02
4.8000000000e+00,3.0853206629e+00,9.8778952827e-01,2.1871186252e-02
4.8010000000e+00,3.0863084634e+00,9.8781138259e-01,2.1837467059e-02
4.8020000000e+00,3.0872962857e+00,9.8783320321e-01,2.1803789082e-02
4.8030000000e+00,3.0882841298e+00,9.8785499018e-01,2.1770152292e-02
4.8040000000e+00,3.0892719957e+00,9.8787674353e-01,2.1736556656e-02
4.8050000000e+00,3.0902598833e+00,9.8789846331e-01,2.1703002146e-02
4.8060000000e+00,3.0912477926e+00,9.8792014955e-01,2.1669488729e-02
4.8070000000e+00,3.0922357236e+00,9.8794180230e-01,2.1636016376e-02
4.8080000000e+00,3.0932236762e+00,9.8796342160e-01,2.1602585056e-02
4.8090000000e+00,3.0942116504e+00,9.8798500748e-01,2.1569194738e-02
4.8100000000e+00,3.0951996462e+00,9.8800656000e-01,2.1535845392e-02
4.8110000000e+00,3.0961876635e+00,9.8802807919e-01,2.1502536987e-02
4.8120000000e+00,3.0971757023e+00,9.8804956509e-01,2.1469269492e-02
4.8130000000e+00,3.0981637626e+00,9.8807101774e-01,2.1436042877e-02
4.8140000000e+00,3.0991518444e+00,9.8809243719e-01,2.1402857111e-02
4.8150000000e+00,3.1001399475e+00,9.8811382347e-01,2.1369712163e-02
4.8160000000e+00,3.1011280720e+00,9.8813517662e-01,2.1336608002e-02
4.8170000000e+00,3.1021162178e+00,9.8815649670e-01,2.1303544599e-02
4.8180000000e+00,3.1031043850e+00,9.8817778373e-01,2.1270521921e-02
4.8190000000e+00,3.1040925734e+00,9.8819903775e-01,2.1237539938e-02
4.8200000000e+00,3.1050807830e+00,9.8822025882e-01,2.1204598621e-02
4.8210000000e+00,3.1060690139e+00,9.8824144697e-01,2.1171697936e-02
4.8220000000e+00,3.1070572659e+00,9.8826260223e-01,2.1138837855e-02
4.8230000000e+00,3.1080455391e+00,9.8828372465e-01,2.1106018346e-02
4.8240000000e+00,3.1090338334e+00,9.8830481428e-01,2.1073239379e-02
4.8250000000e+00,3.1100221487e+00,9.8832587115e-01,2.1040500922e-02
4.8260000000e+00,3.1110104851e+00,9.8834689530e-01,2.1007802945e-02
4.8270000000e+00,3.1119988425e+00,9.8836788677e-01,2.0975145416e-02
4.8280000000e+00,3.1129872209e+00,9.8838884560e-01,2.0942528306e-02
4.8290000000e+00,3.1139756202e+00,9.8840977184e-01,2.0909951583e-02
4.8300000000e+00,3.1149640404e+00,9.8843066552e-01,2.0877415216e-02
4.8310000000e+00,3.1159524815e+00,9.8845152668e-01,2.0844919175e-02
4.8320000000e+00,3.1169409434e+00,9.8847235537e-01,2.0812463429e-02
4.8330000000e+00,3.1179294262e+00,9.8849315162e-01,2.0780047946e-02
4.8340000000e+00,3.1189179297e+00,9.8851391548e-01,2.0747672695e-02
4.8350000000e+00,3.1199064540e+00,9.8853464698e-01,2.0715337647e-02
4.8360000000e+00,3.1208949990e+00,9.8855534617e-01,2.0683042769e-02
4.8370000000e+00,3.1218835647e+00,9.8857601308e-01,2.0650788032e-02
4.8380000000e+00,3.1228721510e+00,9.8859664776e-01,2.0618573403e-02
4.8390000000e+00,3.1238607580e+00,9.8861725024e-01,2.0586398853e-02
4.8400000000e+00,3.1248493855e+00,9.8863782057e-01,2.0554264349e-02
4.8410000000e+00,3.1258380336e+00,9.8865835878e-01,2.0522169862e-02
4.8420000000e+00,3.1268267022e+00,9.8867886492e-01,2.0490115360e-02
4.8430000000e+00,3.1278153913e+00,9.8869933902e-01,2.0458100812e-02
4.8440000000e+00,3.1288041009e+00,9.8871978113e-01,2.0426126187e-02
4.8450000000e+00,3.1297928309e+00,9.8874019129e-01,2.0394191454e-02
4.8460000000e+00,3.1307815813e+00,9.8876056953e-01,2.0362296583e-02
4.8470000000e+00,3.1317703520e+00,9.8878091590e-01,2.0330441541e-02
4.8480000000e+00,3.1327591431e+00,9.8880123043e-01,2.0298626298e-02
4.8490000000e+00,3.1337479545e+00,9.8882151316e-01,2.0266850823e-02
4.8500000000e+00,3.1347367861e+00,9.8884176414e-01,2.0235115085e-02
4.8510000000e+00,3.1357256380e+00,9.8886198341e-01,2.0203419053e-02
4.8520000000e+00,3.1367145100e+00,9.8888217099e-01,2.0171762696e-02
4.8530000000e+00,3.1377034023e+00,9.8890232694e-01,2.0140145982e-02
4.8540000000e+00,3.1386923147e+00,9.8892245130e-01,2.0108568881e-02
4.8550000000e+00,3.1396812472e+00,9.8894254410e-01,2.0077031361e-02
4.8560000000e+00,3.1406701998e+00,9.8896260537e-01,2.0045533392e-02
4.8570000000e+00,3.1416591724e+00,9.8898263518e-01,2.0014074942e-02
4.8580000000e+00,3.1426481650e+00,9.8900263354e-01,1.9982655979e-02
4.8590000000e+00,3.1436371776e+00,9.8902260050e-01,1.9951276474e-02
4.8600000000e+00,3.1446262102e+00,9.8904253610e-01,1.9919936394e-02
4.8610000000e+00,3.1456152627e+00,9.8906244039e-01,1.9888635710e-02
4.8620000000e+00,3.1466043351e+00,9.8908231339e-01,1.9857374388e-02
4.8630000000e+00,3.1475934273e+00,9.8910215515e-01,1.9826152399e-02
4.8640000000e+00,3.1485825394e+00,9.8912196571e-01,1.9794969711e-02
4.8650000000e+00,3.1495716712e+00,9.8914174510e-01,1.9763826292e-02
4.8660000000e+00,3.1505608229e+00,9.8916149337e-01,1.9732722113e-02
4.8670000000e+00,3.1515499942e+00,9.8918121056e-01,1.9701657141e-02
4.8680000000e+00,3.1525391853e+00,9.8920089670e-01,1.9670631345e-02
4.8690000000e+00,3.1535283960e+00,9.8922055183e-01,1.9639644694e-02
4.8700000000e+00,3.1545176264e+00,9.8924017600e-01,1.9608697157e-02
4.8710000000e+00,3.1555068763e+00,9.8925976924e-01,1.9577788703e-02
4.8720000000e+00,3.1564961459e+00,9.8927933159e-01,1.9546919300e-02
4.8730000000e+00,3.1574854350e+00,9.8929886309e-01,1.9516088917e-02
4.8740000000e+00,3.1584747436e+00,9.8931836378e-01,1.9485297523e-02
4.8750000000e+00,3.1594640717e+00,9.8933783370e-01,1.9454545087e-02
4.8760000000e+00,3.1604534193e+00,9.8935727289e-01,1.9423831576e-02
4.8770000000e+00,3.1614427863e+00,9.8937668138e-01,1.9393156961e-02
4.8780000000e+00,3.1624321726e+00,9.8939605921e-01,1.9362521210e-02
4.8790000000e+00,3.1634215784e+00,9.8941540643e-01,1.9331924291e-02
4.8800000000e+00,3.1644110034e+00,9.8943472307e-01,1.9301366173e-02
4.8810000000e+00,3.1654004478e+00,9.8945400918e-01,1.9270846825e-02
4.8820000000e+00,3.1663899114e+00,9.8947326478e-01,1.9240366215e-02
4.8830000000e+00,3.1673793943e+00,9.8949248992e-01,1.9209924313e-02
4.8840000000e+00,3.1683688964e+00,9.8951168464e-01,1.9179521086e-02
4.8850000000e+00,3.1693584177e+00,9.8953084898e-01,1.9149156504e-02
4.8860000000e+00,3.1703479581e+00,9.8954998297e-01,1.9118830536e-02
4.8870000000e+00,3.1713375176e+00,9.8956908665e-01,1.9088543149e-02
4.8880000000e+00,3.1723270963e+00,9.8958816007e-01,1.9058294312e-02
4.8890000000e+00,3.1733166939e+00,9.8960720325e-01,1.9028083995e-02
4.8900000000e+00,3.1743063107e+00,9.8962621625e-01,1.8997912165e-02
4.8910000000e+00,3.1752959464e+00,9.8964519909e-01,1.8967778792e-02
4.8920000000e+00,3.1762856010e+00,9.8966415182e-01,1.8937683844e-02
4.8930000000e+00,3.1772752747e+00,9.8968307447e-01,1.8907627289e-02
4.8940000000e+00,3.1782649672e+00,9.8970196709e-01,1.8877609096e-02
4.8950000000e+00,3.1792546786e+00,9.8972082970e-01,1.8847629235e-02
4.8960000000e+00,3.1802444088e+00,9.8973966236e-01,1.8817687673e-02
4.8970000000e+00,3.1812341579e+00,9.8975846509e-01,1.8787784378e-02
4.8980000000e+00,3.1822239258e+00,9.8977723794e-01,1.8757919321e-02
4.8990000000e+00,3.1832137124e+00,9.8979598094e-01,1.8728092468e-02
4.9000000000e+00,3.1842035177e+00,9.8981469414e-01,1.8698303789e-02
4.9010000000e+00,3.1851933417e+00,9.8983337756e-01,1.8668553253e-02
4.9020000000e+00,3.1861831844e+00,9.8985203126e-01,1.8638840827e-02
4.9030000000e+00,3.1871730458e+00,9.8987065526e-01,1.8609166481e-02
4.9040000000e+00,3.1881629257e+00,9.8988924960e-01,1.8579530183e-02
4.9050000000e+00,3.1891528243e+00,9.8990781433e-01,1.8549931901e-02
4.9060000000e+00,3.1901427414e+00,9.8992634948e-01,1.8520371605e-02
4.9070000000e+00,3.1911326770e+00,9.8994485509e-01,1.8490849262e-02
4.9080000000e+00,3.1921226311e+00,9.8996333119e-01,1.8461364841e-02
4.9090000000e+00,3.1931126036e+00,9.8998177783e-01,1.8431918311e-02
4.9100000000e+00,3.1941025946e+00,9.9000019504e-01,1.8402509640e-02
4.9110000000e+00,3.1950926040e+00,9.9001858286e-01,1.8373138797e-02
4.9120000000e+00,3.1960826318e+00,9.9003694133e-01,1.8343805750e-02
4.9130000000e+00,3.1970726779e+00,9.9005527048e-01,1.8314510467e-02
4.9140000000e+00,3.1980627423e+00,9.9007357036e-01,1.8285252918e-02
4.9150000000e+00,3.1990528250e+00,9.9009184100e-01,1.8256033071e-02
4.9160000000e+00,3.2000429260e+00,9.9011008244e-01,1.8226850893e-02
4.9170000000e+00,3.2010330452e+00,9.9012829472e-01,1.8197706355e-02
4.9180000000e+00,3.2020231826e+00,9.9014647787e-01,1.8168599423e-02
4.9190000000e+00,3.2030133381e+00,9.9016463193e-01,1.8139530068e-02
4.9200000000e+00,3.2040035118e+00,9.9018275694e-01,1.8110498256e-02
4.9210000000e+00,3.2049937036e+00,9.9020085294e-01,1.8081503957e-02
4.9220000000e+00,3.2059839135e+00,9.9021891996e-01,1.8052547139e-02
4.9230000000e+00,3.2069741414e+00,9.9023695804e-01,1.8023627771e-02
4.9240000000e+00,3.2079643874e+00,9.9025496723e-01,1.7994745821e-02
4.9250000000e+00,3.2089546514e+00,9.9027294755e-01,1.7965901257e-02
4.9260000000e+00,3.2099449333e+00,9.9029089904e-01,1.7937094048e-02
4.9270000000e+00,3.2109352332e+00,9.9030882175e-01,1.7908324162e-02
4.9280000000e+00,3.2119255509e+00,9.9032671570e-01,1.7879591568e-02
4.9290000000e+00,3.2129158866e+00,9.9034458094e-01,1.7850896235e-02
4.9300000000e+00,3.2139062401e+00,9.9036241751e-01,1.7822238130e-02
4.9310000000e+00,3.2148966114e+00,9.9038022543e-01,1.7793617222e-02
4.9320000000e+00,3.2158870005e+00,9.9039800475e-01,1.7765033479e-02
4.9330000000e+00,3.2168774074e+00,9.9041575551e-01,1.7736486871e-02
4.9340000000e+00,3.2178678320e+00,9.9043347774e-01,1.7707977365e-02
4.9350000000e+00,3.2188582744e+00,9.9045117148e-01,1.7679504930e-02
4.9360000000e+00,3.2198487344e+00,9.9046883676e-01,1.7651069534e-02
4.9370000000e+00,3.2208392120e+00,9.9048647363e-01,1.7622671145e-02
4.9380000000e+00,3.2218297073e+00,9.9050408212e-01,1.7594309733e-02
4.9390000000e+00,3.2228202202e+00,9.9052166226e-01,1.7565985265e-02
4.9400000000e+00,3.2238107506e+00,9.9053921410e-01,1.7537697710e-02
4.9410000000e+00,3.2248012986e+00,9.9055673767e-01,1.7509447036e-02
4.9420000000e+00,3.2257918641e+00,9.9057423301e-01,1.7481233212e-02
4.9430000000e+00,3.2267824470e+00,9.9059170015e-01,1.7453056206e-02
4.9440000000e+00,3.2277730475e+00,9.9060913913e-01,1.7424915986e-02
4.9450000000e+00,3.2287636653e+00,9.9062654999e-01,1.7396812521e-02
4.9460000000e+00,3.2297543006e+00,9.9064393277e-01,1.7368745779e-02
4.9470000000e+00,3.2307449532e+00,9.9066128750e-01,1.7340715729e-02
4.9480000000e+00,3.2317356231e+00,9.9067861421e-01,1.7312722339e-02
4.9490000000e+00,3.2327263104e+00,9.9069591295e-01,1.7284765577e-02
4.9500000000e+00,3.2337170149e+00,9.9071318376e-01,1.7256845412e-02
4.9510000000e+00,3.2347077367e+00,9.9073042666e-01,1.7228961812e-02
4.9520000000e+00,3.2356984758e+00,9.9074764169e-01,1.7201114745e-02
4.9530000000e+00,3.2366892320e+00,9.9076482890e-01,1.7173304180e-02
4.9540000000e+00,3.2376800054e+00,9.9078198831e-01,1.7145530086e-02
4.9550000000e+00,3.2386707960e+00,9.9079911997e-01,1.7117792430e-02
4.9560000000e+00,3.2396616037e+00,9.9081622391e-01,1.7090091181e-02
4.9570000000e+00,3.2406524284e+00,9.9083330016e-01,1.7062426307e-02
4.9580000000e+00,3.2416432703e+00,9.9085034877e-01,1.7034797777e-02
4.9590000000e+00,3.2426341291e+00,9.9086736977e-01,1.7007205559e-02
4.9600000000e+00,3.2436250050e+00,9.9088436320e-01,1.6979649621e-02
4.9610000000e+00,3.2446158978e+00,9.9090132908e-01,1.6952129932e-02
4.9620000000e+00,3.2456068076e+00,9.9091826747e-01,1.6924646461e-02
4.9630000000e+00,3.2465977344e+00,9.9093517839e-01,1.6897199174e-02
4.9640000000e+00,3.2475886780e+00,9.9095206188e-01,1.6869788041e-02
4.9650000000e+00,3.2485796385e+00,9.9096891798e-01,1.6842413031e-02
4.9660000000e+00,3.2495706158e+00,9.9098574672e-01,1.6815074111e-02
4.9670000000e+00,3.2505616100e+00,9.9100254814e-01,1.6787771250e-02
4.9680000000e+00,3.2515526209e+00,9.9101932227e-01,1.6760504416e-02
4.9690000000e+00,3.2525436486e+00,9.9103606916e-01,1.6733273577e-02
4.9700000000e+00,3.2535346930e+00,9.9105278883e-01,1.6706078702e-02
4.9710000000e+00,3.2545257542e+00,9.9106948133e-01,1.6678919760e-02
4.9720000000e+00,3.2555168320e+00,9.9108614668e-01,1.6651796718e-02
4.9730000000e+00,3.2565079264e+00,9.9110278493e-01,1.6624709545e-02
4.9740000000e+00,3.2574990375e+00,9.9111939611e-01,1.6597658209e-02
4.9750000000e+00,3.2584901652e+00,9.9113598026e-01,1.6570642679e-02
4.9760000000e+00,3.2594813095e+00,9.9115253741e-01,1.6543662922e-02
4.9770000000e+00,3.2604724703e+00,9.9116906760e-01,1.6516718908e-02
4.9780000000e+00,3.2614636476e+00,9.9118557086e-01,1.6489810604e-02
4.9790000000e+00,3.2624548414e+00,9.9120204723e-01,1.6462937980e-02
4.9800000000e+00,3.2634460517e+00,9.9121849675e-01,1.6436101002e-02
4.9810000000e+00,3.2644372784e+00,9.9123491945e-01,1.6409299640e-02
4.9820000000e+00,3.2654285215e+00,9.9125131536e-01,1.6382533862e-02
4.9830000000e+00,3.2664197810e+00,9.9126768453e-01,1.6355803636e-02
4.9840000000e+00,3.2674110569e+00,9.9128402698e-01,1.6329108931e-02
4.9850000000e+00,3.2684023491e+00,9.9130034275e-01,1.6302449715e-02
4.9860000000e+00,3.2693936576e+00,9.9131663189e-01,1.6275825955e-02
4.9870000000e+00,3.2703849823e+00,9.9133289442e-01,1.6249237622e-02
